RnaID	GenotypeID	MetaCohort	RNADataset	GenotypeIndividualsDataset
BM_36_435	71960	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_634	71797	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_602	71926	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13684	71862	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12272	71973	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10932	68515	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_656	68420	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_222	71976	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13289	71815	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16495	71767	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_163	68430	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_375	68431	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_812	71896	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_659	68428	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_270	71890	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_262	71848	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_725	71909	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_394	71760	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10942	71727	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13144	71881	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16445	71750	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_17015	71891	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10852	68434	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_356	71967	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13500	71807	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_518	71971	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_647	71706	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9141	71807	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_491	71779	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_698	71994	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_702	71964	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10472	71794	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_302	71808	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_660	71992	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4611	71813	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13174	71795	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_590	71717	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_286	71981	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13444	71852	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9158	70524	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8625	71898	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_195	71992	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4321	71717	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_648	71704	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8465	71825	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_644	71924	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12282	71972	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_699	71980	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_151	71996	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13389	71955	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9224	71819	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_768	71919	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13574	71819	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_113	71868	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_685	71991	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12724	71952	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4697	71688	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9227	71964	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7785	71903	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9209	71824	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_367	71928	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_718	71968	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12720	71898	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_369	71810	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_611	71808	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8795	71941	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_135	71767	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16035	71832	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_629	70475	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13007	71947	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16175	71919	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8215	71812	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4701	70490	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_412	71887	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_314	71726	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_517	71876	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9208	71802	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_17065	70475	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10762	71733	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_571	71673	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_609	71832	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8315	71711	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_736	71691	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_371	71689	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9162	71706	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_740	71887	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4442	71756	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_597	71846	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_755	71765	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_80	71938	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7705	71685	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_339	71919	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_115	70665	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9210	71828	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10782	71816	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7685	71701	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_384	71824	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8445	71771	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_683	68425	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_382	71838	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4389	71747	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7715	71995	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13086	71793	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_509	71839	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_466	71863	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_502	71830	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4361	71730	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_10692	71752	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_561	71753	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8175	71724	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_9172	71791	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_654	70609	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_7735	70659	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_22_160	70696	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8225	71922	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8265	71865	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_711	71800	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16705	71908	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_13631	71768	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_10_679	71944	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_8155	71793	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16645	71718	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
BM_36_383	71805	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_12901	71978	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_16695	71868	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
hB_RNA_4591	71806	AMP-AD	MSBB	D:\Sync\SyncThing\Postdoc2\2019-BioGen\data\2019-04-Freeze2\2019-04-13-genotypeqc\genotypeIndividuals\AMPAD-MSBB-V2-Individuals.txt
